id,name,description,md5hash,data_file_name,data_content_type,data_file_size,data_updated_at,original_geometry,affine_matrix,created_at,updated_at
8599,,,ed6c99db3cbd86d8df60734b910e96ae,NS1-4-2-20.jpg,image/jpeg,53801,2010-03-09 17:15:53.479391,603x480,,2008-12-15 21:17:20.002382,2010-03-09 17:15:53.479391
8602,,,805f795ad62120d7e2b0639e74eb0ff8,NS1-4-2-21.jpg,image/jpeg,56845,2010-03-09 17:15:53.487718,603x480,,2008-12-15 21:17:20.32669,2010-03-09 17:15:53.487718
8605,,,599fa4647c994af5466bc3516834b495,NS1-4-2-2.jpg,image/jpeg,48773,2010-03-09 17:15:53.496111,472x480,,2008-12-15 21:17:20.621013,2010-03-09 17:15:53.496111
8608,,,5e938346d053c1436d261404e83c4a00,4-2-13.JPG,image/jpeg,107981,2010-03-09 17:15:53.504615,640x480,,2008-12-15 21:17:21.038064,2010-03-09 17:15:53.504615
8611,,,9ff2250683cd6133ef087a4b625892aa,NS1-4-2-13.jpg,image/jpeg,66165,2010-03-09 17:15:53.512798,514x480,,2008-12-15 21:17:21.522163,2010-03-09 17:15:53.512798
8614,,,c1fa92198b846708a4dccd2e40c7d13f,4-2-8.JPG,image/jpeg,106751,2010-03-09 17:15:53.521347,640x480,,2008-12-15 21:17:21.906786,2010-03-09 17:15:53.521347
8617,,,aabff7041dceac9a7e0c64dd78cc9b5f,NS1-4-2-A.JPG,image/jpeg,91733,2010-03-09 17:15:53.529547,640x480,,2008-12-15 21:17:22.270769,2010-03-09 17:15:53.529547
8620,,,a9465fa9dd471a9a3087d9a612063d6c,NS1-4-2.jpg,image/jpeg,55824,2010-03-09 17:15:53.537721,640x480,,2008-12-15 21:17:22.566569,2010-03-09 17:15:53.537721
8623,,,c98186378c1def68018ef8c54d4057d4,5-7-15.JPG,image/jpeg,118215,2010-03-09 17:15:53.546404,640x480,,2008-12-15 21:17:22.991239,2010-03-09 17:15:53.546404
8626,,,405fb1a5b6dcda8e16035b7857085787,IW10-2-1.JPG,image/jpeg,73289,2010-03-09 17:15:53.55446,640x480,,2008-12-15 21:17:23.379254,2010-03-09 17:15:53.55446
8629,,,5f092d5b01e733ffc6df53579e4905cb,1k766.jpg,image/jpeg,17225,2010-03-09 17:15:53.562444,360x480,,2008-12-15 21:17:23.696483,2010-03-09 17:15:53.562444
8632,,,8089e8a2590c07b05af6d5957134d1dd,takata_nishizawa.JPG,image/jpeg,104559,2010-03-09 17:15:53.571324,640x480,,2008-12-15 21:17:23.936759,2010-03-09 17:15:53.571324
8635,,,758f4f701612a96482d3857db3e7b36f,run_pro1k770.jpg,image/jpeg,19751,2010-03-09 17:15:53.5792,360x480,,2008-12-15 21:17:24.277358,2010-03-09 17:15:53.5792
8638,,,73299a73d077742960c7992f4d918e0b,NS43.JPG,image/jpeg,104066,2010-03-09 17:15:53.587957,640x480,,2008-12-15 21:17:24.570264,2010-03-09 17:15:53.587957
8641,,,4848fae89a7c7228dbc04b5b0ece88ad,IW10.jpg,image/jpeg,106745,2010-03-09 17:15:53.596513,640x480,,2008-12-15 21:17:24.896284,2010-03-09 17:15:53.596513
8644,,,c1557031bec97d70c5623cb33cc28a66,msh113_070524.jpg,image/jpeg,11809,2010-03-09 17:15:53.604487,360x480,,2008-12-15 21:17:25.236509,2010-03-09 17:15:53.604487
8647,,,196ea0e1e79bc2a7ec44a25d56840020,msh113_070124.jpg,image/jpeg,10506,2010-03-09 17:15:53.612696,360x480,,2008-12-15 21:17:25.447928,2010-03-09 17:15:53.612696
8650,,,8b01eb1edc06d973438fb6bdda527006,Labait_S12-2.png,image/png,414339,2010-03-09 17:15:53.6229,480x480,,2008-12-15 21:17:25.729967,2010-03-09 17:15:53.6229
8653,,,5aac3e9f8d333009dd545768c56acda0,Labait_S12-1.png,image/png,447690,2010-03-09 17:15:53.638512,480x480,,2008-12-15 21:17:26.105745,2010-03-09 17:15:53.638512
8656,,,c60db9fccb56f67740002650ef88161a,Labait_S11-5.png,image/png,441419,2010-03-09 17:15:53.654789,480x480,,2008-12-15 21:17:26.552103,2010-03-09 17:15:53.654789
8659,,,79903a46f03510c20970ae6fac195cf9,Labait_S11-4.png,image/png,455114,2010-03-09 17:15:53.664921,480x480,,2008-12-15 21:17:27.056844,2010-03-09 17:15:53.664921
8662,,,1133c41b1d5a9a45a1b6db39d3361b93,Labait_S11-3.png,image/png,451383,2010-03-09 17:15:53.679912,480x480,,2008-12-15 21:17:27.465485,2010-03-09 17:15:53.679912
8665,,,3d9607385c9f14936f8565eab0403349,Labait_S11-2.png,image/png,442966,2010-03-09 17:15:53.689776,480x480,,2008-12-15 21:17:27.835138,2010-03-09 17:15:53.689776
8668,,,46562c5894e9afeea568d15a4d6ddf3b,Labait_S11-1.png,image/png,453806,2010-03-09 17:15:53.704919,480x480,,2008-12-15 21:17:28.199169,2010-03-09 17:15:53.704919
8671,,,37a6b24a2da0ca26c15c7ba8275d8899,Labait_S10-6.png,image/png,436684,2010-03-09 17:15:53.864878,480x480,,2008-12-15 21:17:28.571034,2010-03-09 17:15:53.864878
8674,,,62a2cbf4ce11851bbcff51d4e02ed3ea,Labait_S10-5.png,image/png,441499,2010-03-09 17:15:53.881886,480x480,,2008-12-15 21:17:28.992917,2010-03-09 17:15:53.881886
8677,,,fe236771cfbf231c3b9dd0e4d5c87c5e,Labait_S10-4.png,image/png,425304,2010-03-09 17:15:53.896617,480x480,,2008-12-15 21:17:29.29346,2010-03-09 17:15:53.896617
8680,,,f626531927dc6b5ee1d93039fab2817c,Labait_S10-3.png,image/png,481905,2010-03-09 17:15:53.90685,480x480,,2008-12-15 21:17:29.642743,2010-03-09 17:15:53.90685
8683,,,e2535eb55ec4802384509e142ab1cfd7,Labait_S10-2.png,image/png,477712,2010-03-09 17:15:53.921932,480x480,,2008-12-15 21:17:30.012448,2010-03-09 17:15:53.921932
8686,,,4cdbe1a1043d3d6b76e05b8db0170c55,Labait_S10-1.png,image/png,472989,2010-03-09 17:15:53.931777,480x480,,2008-12-15 21:17:30.320199,2010-03-09 17:15:53.931777
8689,,,dfe3e9d69cddaca8a2cd828bb58a2106,Labait_S9-7.png,image/png,468361,2010-03-09 17:15:53.947016,480x480,,2008-12-15 21:17:30.714822,2010-03-09 17:15:53.947016
8692,,,de4aa26e6efd49579de4a5e8a93475ab,Labait_S9-6.png,image/png,431215,2010-03-09 17:15:53.963141,480x480,,2008-12-15 21:17:31.180236,2010-03-09 17:15:53.963141
8695,,,672f4fc05eb146937a76985a0f43e4dc,Labait_S9-5.png,image/png,415309,2010-03-09 17:15:53.973383,480x480,,2008-12-15 21:17:31.706829,2010-03-09 17:15:53.973383
8698,,,dc45dca02ce30577d08564382237a5b0,Labait_S9-4.png,image/png,433249,2010-03-09 17:15:53.988153,480x480,,2008-12-15 21:17:32.03877,2010-03-09 17:15:53.988153
8701,,,c17226f105cc1aae7547924d3f56f63f,Labait_S9-3.png,image/png,483935,2010-03-09 17:15:53.998854,480x480,,2008-12-15 21:17:32.381553,2010-03-09 17:15:53.998854
8704,,,2f86c317dbf2578912abfd911cd9fa54,Labait_S9-2.png,image/png,447057,2010-03-09 17:15:54.015388,480x480,,2008-12-15 21:17:32.709656,2010-03-09 17:15:54.015388
8707,,,7bd13f5ed2cb65391cba920e6b770323,Labait_S9-1.png,image/png,435350,2010-03-09 17:15:54.031829,480x480,,2008-12-15 21:17:33.20014,2010-03-09 17:15:54.031829
8710,,,9f58cd5a973501e56d605ac7d0bd57dd,Labait_S8-2.png,image/png,479016,2010-03-09 17:15:54.047089,480x480,,2008-12-15 21:17:33.616803,2010-03-09 17:15:54.047089
8713,,,f4be6eaeb3fa14ac92ba575aad372ec9,Labait_S8-1.png,image/png,434420,2010-03-09 17:15:54.063153,480x480,,2008-12-15 21:17:33.936733,2010-03-09 17:15:54.063153
8716,,,e248443f5875392400817fb218c411eb,Labait_S7.png,image/png,487554,2010-03-09 17:15:54.073513,480x480,,2008-12-15 21:17:34.307561,2010-03-09 17:15:54.073513
8719,,,8ac968b0bea8558039efc74737fcf8f6,Labait_S6-3.png,image/png,473423,2010-03-09 17:15:54.088634,480x480,,2008-12-15 21:17:34.621683,2010-03-09 17:15:54.088634
8722,,,b338ab8854bf2205ccdab5e31d989691,Labait_S6-2.png,image/png,463692,2010-03-09 17:15:54.104989,480x480,,2008-12-15 21:17:34.969022,2010-03-09 17:15:54.104989
8725,,,c9c65c7529dba96630fce664c0e8dd29,Labait_S6-1.png,image/png,408267,2010-03-09 17:15:54.114682,480x480,,2008-12-15 21:17:35.295776,2010-03-09 17:15:54.114682
8728,,,2ee6b9e26d2903fe5ebdd5a46378f119,Labait_S5-6.png,image/png,469371,2010-03-09 17:15:54.129974,480x480,,2008-12-15 21:17:35.676724,2010-03-09 17:15:54.129974
8731,,,b80a8fb19b8ffa357f7332f86a12960d,Labait_S5-5.png,image/png,460965,2010-03-09 17:15:54.140061,480x480,,2008-12-15 21:17:35.994033,2010-03-09 17:15:54.140061
8734,,,027b397c546556ab09f9b232819842a1,Labait_S5-4.png,image/png,427990,2010-03-09 17:15:54.154812,480x480,,2008-12-15 21:17:36.337525,2010-03-09 17:15:54.154812
8737,,,2842b258bf956f2b04bb9b13e9051124,Labait_S5-3.png,image/png,407609,2010-03-09 17:15:54.164685,480x480,,2008-12-15 21:17:36.653276,2010-03-09 17:15:54.164685
8740,,,e9099bc8b6c698cb72ec78c6d6810c7c,Labait_S5-2.png,image/png,448504,2010-03-09 17:15:54.179881,480x480,,2008-12-15 21:17:37.066203,2010-03-09 17:15:54.179881
8743,,,d0ec9c923c1a15d9f611ce2e3b0a205f,Labait_S5-1.png,image/png,445312,2010-03-09 17:15:54.190418,480x480,,2008-12-15 21:17:37.380269,2010-03-09 17:15:54.190418
8746,,,daeae990597c0851c1e970bf3957d4fb,Labait_S4-2.png,image/png,441081,2010-03-09 17:15:54.206839,480x480,,2008-12-15 21:17:37.752817,2010-03-09 17:15:54.206839
8749,,,b58816110b704bb37d71a06e6140b062,Labait_S4-1.png,image/png,467093,2010-03-09 17:15:54.221902,480x480,,2008-12-15 21:17:38.121466,2010-03-09 17:15:54.221902
8752,,,f50cad3c37f5611587104fa323a0932d,Labait_S3-2.png,image/png,484764,2010-03-09 17:15:54.231905,480x480,,2008-12-15 21:17:38.497083,2010-03-09 17:15:54.231905
8755,,,72f32790a5d357d7ddaff24efd870339,Labait_S3-1.png,image/png,450698,2010-03-09 17:15:54.247043,480x480,,2008-12-15 21:17:38.823381,2010-03-09 17:15:54.247043
8758,,,8ef0f401f001a7123cb75629b21f098e,Labait_S2-2.png,image/png,423418,2010-03-09 17:15:54.263338,480x480,,2008-12-15 21:17:39.20726,2010-03-09 17:15:54.263338
8761,,,ceadd3214f5a8443c001a7d1ef3ca19d,Labait_S2-1.png,image/png,469814,2010-03-09 17:15:54.273838,480x480,,2008-12-15 21:17:39.555433,2010-03-09 17:15:54.273838
8764,,,ec11b003ca1021c6d2aa285034beb18b,Labait_S1.png,image/png,466895,2010-03-09 17:15:54.290588,480x480,,2008-12-15 21:17:39.867147,2010-03-09 17:15:54.290588
8767,,,7375a26a3ab643cb59b0929a6bcf7c80,Lashaine_LS23.png,image/png,456062,2010-03-09 17:15:54.306925,480x480,,2008-12-15 21:17:40.293043,2010-03-09 17:15:54.306925
8770,,,7f8d917f27ae8d4850d42ebbe1ace095,Lashaine_LS21-2.png,image/png,481009,2010-03-09 17:15:54.3221,480x480,,2008-12-15 21:17:40.682705,2010-03-09 17:15:54.3221
8773,,,3bd8ff5fe450eaf85b3c60d948b78456,Lashaine_LS21-1.png,image/png,473606,2010-03-09 17:15:54.338511,480x480,,2008-12-15 21:17:41.029566,2010-03-09 17:15:54.338511
8776,,,f9d29a92f93809702c24c0592320e175,Lashaine_LS20-3.png,image/png,495224,2010-03-09 17:15:54.348971,480x480,,2008-12-15 21:17:41.380333,2010-03-09 17:15:54.348971
8779,,,0edbd4cd1bb12741879245709f75cab1,Lashaine_LS20-2.png,image/png,480239,2010-03-09 17:15:54.365603,480x480,,2008-12-15 21:17:41.765488,2010-03-09 17:15:54.365603
8782,,,12e397a86ec265234764cf30c2ae671f,Lashaine_LS20-1.png,image/png,462140,2010-03-09 17:15:54.38199,480x480,,2008-12-15 21:17:42.092236,2010-03-09 17:15:54.38199
8785,,,2ecaf4b003ff2ed3181c3e045a2c0106,Lashaine_LS19-2.png,image/png,474977,2010-03-09 17:15:54.396929,480x480,,2008-12-15 21:17:42.462363,2010-03-09 17:15:54.396929
8788,,,cece55ce0b9903a2ea1cfb29af57f81a,Lashaine_LS19-1.png,image/png,490918,2010-03-09 17:15:54.406996,480x480,,2008-12-15 21:17:42.85283,2010-03-09 17:15:54.406996
8791,,,5c55a32f41d72bf8f27564be9db575d1,Lashaine_LS18-2.png,image/png,508987,2010-03-09 17:15:54.535034,480x480,,2008-12-15 21:17:43.239959,2010-03-09 17:15:54.535034
8794,,,a6bb8c29c433493d0650b114b9609322,Lashaine_LS18-1.png,image/png,470542,2010-03-09 17:15:54.548467,480x480,,2008-12-15 21:17:43.566689,2010-03-09 17:15:54.548467
8797,,,8f7b8a583e94c95f0f4935da69ff18ee,Lashaine_LS17-2.png,image/png,420318,2010-03-09 17:15:54.563192,480x480,,2008-12-15 21:17:43.911231,2010-03-09 17:15:54.563192
8800,,,43d3c5f33685854a97d15b33fb60cb67,Lashaine_LS17-1.png,image/png,490052,2010-03-09 17:15:54.573714,480x480,,2008-12-15 21:17:44.240786,2010-03-09 17:15:54.573714
8803,,,c7186744f1c21949f252b3274c2fad43,Lashaine_LS16-2.png,image/png,496192,2010-03-09 17:15:54.590266,480x480,,2008-12-15 21:17:44.630196,2010-03-09 17:15:54.590266
8806,,,a5bfe2d221aaa6578d182207e1b75257,Lashaine_LS16-1.png,image/png,468112,2010-03-09 17:15:54.605422,480x480,,2008-12-15 21:17:44.960552,2010-03-09 17:15:54.605422
8809,,,00b0635fc735971d186d611242a8a10d,Lashaine_LS15-2.png,image/png,503379,2010-03-09 17:15:54.615534,480x480,,2008-12-15 21:17:45.347809,2010-03-09 17:15:54.615534
8812,,,989e8ff7971a22d0a7ab06f681cb04ea,Lashaine_LS15-1.png,image/png,480128,2010-03-09 17:15:54.631845,480x480,,2008-12-15 21:17:45.750141,2010-03-09 17:15:54.631845
8815,,,b4a4a101119e44fa23aa0c8a3ec8050e,Lashaine_LS14-3.png,image/png,489438,2010-03-09 17:15:54.646836,480x480,,2008-12-15 21:17:46.081672,2010-03-09 17:15:54.646836
8818,,,908c9d87a3cb42fd32740eccf5292901,Lashaine_LS14-2.png,image/png,482151,2010-03-09 17:15:54.656769,480x480,,2008-12-15 21:17:46.466983,2010-03-09 17:15:54.656769
8821,,,a344d10efeed73720e528a606c6b56aa,Lashaine_LS14-1.png,image/png,490432,2010-03-09 17:15:54.671892,480x480,,2008-12-15 21:17:46.790947,2010-03-09 17:15:54.671892
8824,,,137663bf3a6ddb6f8b025cd2834a0795,Lashaine_LS13-3.png,image/png,481366,2010-03-09 17:15:54.831869,480x480,,2008-12-15 21:17:47.192378,2010-03-09 17:15:54.831869
8827,,,8a1e91d672a127ed17f8be30f1a02d02,Lashaine_LS13-2.png,image/png,458704,2010-03-09 17:15:54.84689,480x480,,2008-12-15 21:17:47.568453,2010-03-09 17:15:54.84689
8830,,,971b038b4b818cfae8d0189ee50d5897,Lashaine_LS13-1.png,image/png,509278,2010-03-09 17:15:54.856946,480x480,,2008-12-15 21:17:47.983615,2010-03-09 17:15:54.856946
8833,,,e832f22bf7e88276f5762733c79756cb,Lashaine_LS12-3.png,image/png,426502,2010-03-09 17:15:54.871594,480x480,,2008-12-15 21:17:48.318988,2010-03-09 17:15:54.871594
8836,,,296d4297d1fa04fdd820e642040036b1,Lashaine_LS12-2.png,image/png,492924,2010-03-09 17:15:54.881877,480x480,,2008-12-15 21:17:48.66571,2010-03-09 17:15:54.881877
8839,,,a510c1debb286376d030f871083c06b9,Lashaine_LS12-1.png,image/png,491185,2010-03-09 17:15:54.896892,480x480,,2008-12-15 21:17:49.016646,2010-03-09 17:15:54.896892
8842,,,4f47193226dd3b59460f46c64068573d,Lashaine_LS11-2.png,image/png,475647,2010-03-09 17:15:54.906801,480x480,,2008-12-15 21:17:49.358834,2010-03-09 17:15:54.906801
8845,,,dfbf2b8a087f6a4751f6f49922dae71a,Lashaine_LS11-1.png,image/png,475852,2010-03-09 17:15:54.921806,480x480,,2008-12-15 21:17:49.759315,2010-03-09 17:15:54.921806
8848,,,c480e6b486f5c0a949b63293c87396e5,Lashaine_LS10-2.png,image/png,535847,2010-03-09 17:15:54.932041,480x480,,2008-12-15 21:17:50.138148,2010-03-09 17:15:54.932041
8851,,,01fe7814707de6542f5be09bd4a83ffa,Lashaine_LS10-1.png,image/png,423146,2010-03-09 17:15:54.946579,480x480,,2008-12-15 21:17:50.521652,2010-03-09 17:15:54.946579
8854,,,65e3f6b832193c85dfe396457b58fe31,Lashaine_LS9-2.png,image/png,473891,2010-03-09 17:15:54.956762,480x480,,2008-12-15 21:17:50.848642,2010-03-09 17:15:54.956762
8857,,,69f060ec476b2007fd803c375db1bebe,Lashaine_LS9-1.png,image/png,507127,2010-03-09 17:15:54.971932,480x480,,2008-12-15 21:17:51.178809,2010-03-09 17:15:54.971932
8860,,,0f42b678025b7c4206133d7534317369,Lashaine_LS8-3.png,image/png,484357,2010-03-09 17:15:54.981816,480x480,,2008-12-15 21:17:51.557853,2010-03-09 17:15:54.981816
8863,,,5e9b3b40bd3f4eb0c1988e4c18d717c1,Lashaine_LS8-2.png,image/png,458466,2010-03-09 17:15:54.996772,480x480,,2008-12-15 21:17:51.87706,2010-03-09 17:15:54.996772
8866,,,02d1e20ad1e73a124177bbe3dc2fb61a,Lashaine_LS8-1.png,image/png,424078,2010-03-09 17:15:55.006554,480x480,,2008-12-15 21:17:52.283199,2010-03-09 17:15:55.006554
8869,,,e14a4d978b50d6f1ffb7bf0ac7865ac8,Lashaine_LS7-2.png,image/png,521638,2010-03-09 17:15:55.021981,480x480,,2008-12-15 21:17:52.610022,2010-03-09 17:15:55.021981
8872,,,8b52d23cf35ce35e5587b5b5c39248c1,Lashaine_LS7-1.png,image/png,490719,2010-03-09 17:15:55.031848,480x480,,2008-12-15 21:17:52.939038,2010-03-09 17:15:55.031848
8875,,,c7b1c8bb619520f54f7ae1776a591e34,Lashaine_LS6.png,image/png,465359,2010-03-09 17:15:55.046746,480x480,,2008-12-15 21:17:53.29642,2010-03-09 17:15:55.046746
8878,,,bb2580ed92894ec269c4fce06022ffbd,Lashaine_LS5-2.png,image/png,420456,2010-03-09 17:15:55.056587,480x480,,2008-12-15 21:17:53.613939,2010-03-09 17:15:55.056587
8881,,,26267e8f8f9b5dfaa9e32bc5f3147c9e,Lashaine_LS5-1.png,image/png,496045,2010-03-09 17:15:55.071793,480x480,,2008-12-15 21:17:53.947554,2010-03-09 17:15:55.071793
8884,,,75eac03ba8661153d56f8f03fcf99c4f,Lashaine_LS4.png,image/png,463109,2010-03-09 17:15:55.081703,480x480,,2008-12-15 21:17:54.281312,2010-03-09 17:15:55.081703
8887,,,94580f4581cf3d4ea13f3f15976eb2a6,Lashaine_LS3-5.png,image/png,480265,2010-03-09 17:15:55.096836,480x480,,2008-12-15 21:17:54.64558,2010-03-09 17:15:55.096836
8890,,,e607701c7364ba895f494effde2b2689,Lashaine_LS3-4.png,image/png,515884,2010-03-09 17:15:55.106937,480x480,,2008-12-15 21:17:54.997314,2010-03-09 17:15:55.106937
8893,,,351205c6fd4d6a33714884f01cd26591,Lashaine_LS3-3.png,image/png,469530,2010-03-09 17:15:55.121833,480x480,,2008-12-15 21:17:55.324857,2010-03-09 17:15:55.121833
8896,,,db4e86c737b9a7bc31f94b4cbe5f857c,Lashaine_LS3-2.png,image/png,480621,2010-03-09 17:15:55.131861,480x480,,2008-12-15 21:17:55.677203,2010-03-09 17:15:55.131861
8899,,,4b6c43a7a66c0b93731ccf7b05e2241e,Lashaine_LS3-1.png,image/png,479147,2010-03-09 17:15:55.146773,480x480,,2008-12-15 21:17:56.026266,2010-03-09 17:15:55.146773
8902,,,4e96018532d1a89af9be334c65039198,Lashaine_LS2-3.png,image/png,487686,2010-03-09 17:15:55.156812,480x480,,2008-12-15 21:17:56.353828,2010-03-09 17:15:55.156812
8905,,,7babd22a1437dff7262ca6e7c0ef2df0,Lashaine_LS2-2.png,image/png,423572,2010-03-09 17:15:55.171557,480x480,,2008-12-15 21:17:56.773014,2010-03-09 17:15:55.171557
8908,,,deb869d6daba29505b923d05080da304,Lashaine_LS2-1.png,image/png,439713,2010-03-09 17:15:55.181609,480x480,,2008-12-15 21:17:57.115466,2010-03-09 17:15:55.181609
8911,,,bdeca80e0468a4512047a75ea218aa94,Lashaine_LS1-4.png,image/png,433073,2010-03-09 17:15:55.196595,480x480,,2008-12-15 21:17:57.452993,2010-03-09 17:15:55.196595
8914,,,3ac3b3f3d2d6d0876faef215655140e7,Lashaine_LS1-3.png,image/png,467172,2010-03-09 17:15:55.206708,480x480,,2008-12-15 21:17:57.847729,2010-03-09 17:15:55.206708
8917,,,307318093722b3b12ef32344337197e0,Lashaine_LS1-2.png,image/png,491102,2010-03-09 17:15:55.221837,480x480,,2008-12-15 21:17:58.178189,2010-03-09 17:15:55.221837
8920,,,6af5c17cf977e1062dc0455194da0d84,Lashaine_LS1-1.png,image/png,443286,2010-03-09 17:15:55.231618,480x480,,2008-12-15 21:17:58.619711,2010-03-09 17:15:55.231618
8923,,,4675a5434f1ff6398cb538f915824987,Olmani_U9.png,image/png,515051,2010-03-09 17:15:55.265692,480x480,,2008-12-15 21:17:58.940441,2010-03-09 17:15:55.265692
8926,,,c8f663819142716ba288dbe2899a02d6,Olmani_U8-2.png,image/png,494442,2010-03-09 17:15:55.288941,480x480,,2008-12-15 21:17:59.346875,2010-03-09 17:15:55.288941
8929,,,3a304bcd51b3d7434ee438a14a477ab9,Olmani_U8-1.png,image/png,413496,2010-03-09 17:15:55.339923,480x480,,2008-12-15 21:17:59.707517,2010-03-09 17:15:55.339923
8932,,,fd2d289f5a4b96efbc3286a6da351b89,Olmani_U7-3.png,image/png,479793,2010-03-09 17:15:55.365151,480x480,,2008-12-15 21:18:00.037122,2010-03-09 17:15:55.365151
8935,,,639b0464a373ecb5f7545060f3127cc4,Olmani_U7-2.png,image/png,411988,2010-03-09 17:15:55.379984,480x480,,2008-12-15 21:18:00.42127,2010-03-09 17:15:55.379984
8938,,,2b5ce2774dd569d2579a06b143068fde,Olmani_U7-1.png,image/png,424798,2010-03-09 17:15:55.390058,480x480,,2008-12-15 21:18:00.744202,2010-03-09 17:15:55.390058
8941,,,20ae3ce1ee229d29c3abea0e5c604a24,Olmani_U6-2.png,image/png,492556,2010-03-09 17:15:55.405434,480x480,,2008-12-15 21:18:01.080529,2010-03-09 17:15:55.405434
8944,,,dde6826bd6015be6d38187782cb1f4b3,Olmani_U6-1.png,image/png,486299,2010-03-09 17:15:55.415284,480x480,,2008-12-15 21:18:01.454489,2010-03-09 17:15:55.415284
8947,,,2b985f0c8c5f3f56f3fcd74b7a2f5120,Olmani_U5-5.png,image/png,538343,2010-03-09 17:15:55.430668,480x480,,2008-12-15 21:18:01.78415,2010-03-09 17:15:55.430668
8950,,,36c8dfd8d781716c1dc7af016fef9d0c,Olmani_U5-4.png,image/png,492894,2010-03-09 17:15:55.446854,480x480,,2008-12-15 21:18:02.126956,2010-03-09 17:15:55.446854
8953,,,1dd1710605632c29d0b6fc94ff7dda77,Olmani_U5-3.png,image/png,497996,2010-03-09 17:15:55.456868,480x480,,2008-12-15 21:18:02.48464,2010-03-09 17:15:55.456868
8956,,,852e8cd4afb9336bf3ddba9709214a01,Olmani_U5-2.png,image/png,524976,2010-03-09 17:15:55.471987,480x480,,2008-12-15 21:18:02.811424,2010-03-09 17:15:55.471987
8959,,,defe8ee1d57d809af739794066a30898,Olmani_U5-1.png,image/png,444764,2010-03-09 17:15:55.481626,480x480,,2008-12-15 21:18:03.194304,2010-03-09 17:15:55.481626
8962,,,f33bec27062b8777228affc94855dac2,Olmani_U4-5.png,image/png,491252,2010-03-09 17:15:55.648801,480x480,,2008-12-15 21:18:03.587215,2010-03-09 17:15:55.648801
